伝票日付,号数,売番号,船名,船主名,問屋名,漁法名,船籍名,生冷区分,魚種名,単位,単価,個数,数量,金額,消費税,取引日
20131202,53,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,1050 ,1,98.0 ,102900 ,5145 ,20131202
20131202,54,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,830 ,1,94.0 ,78020 ,3901 ,20131202
20131202,55,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,909 ,1,92.0 ,83628 ,4181 ,20131202
20131202,56,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,1280 ,1,95.2 ,121856 ,6093 ,20131202
20131202,57,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,820 ,1,90.2 ,73964 ,3698 ,20131202
20131202,58,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,589 ,1,90.0 ,53010 ,2651 ,20131202
20131202,59,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,590 ,1,92.0 ,54280 ,2714 ,20131202
20131202,60,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,987 ,1,92.6 ,91396 ,4570 ,20131202
20131202,61,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,839 ,1,94.2 ,79034 ,3952 ,20131202
20131202,62,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,500 ,1,94.8 ,47400 ,2370 ,20131202
20131202,63,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,670 ,1,90.8 ,60836 ,3042 ,20131202
20131202,64,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,890 ,1,94.2 ,83838 ,4192 ,20131202
20131202,65,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,760 ,1,82.8 ,62928 ,3146 ,20131202
20131202,66,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,710 ,1,85.0 ,60350 ,3018 ,20131202
20131202,67,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,988 ,1,82.6 ,81609 ,4080 ,20131202
20131202,68,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,599 ,1,80.0 ,47920 ,2396 ,20131202
20131202,69,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,870 ,1,88.0 ,76560 ,3828 ,20131202
20131202,70,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,589 ,1,88.4 ,52068 ,2603 ,20131202
20131202,71,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,598 ,1,86.2 ,51548 ,2577 ,20131202
20131202,72,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,980 ,1,87.2 ,85456 ,4273 ,20131202
20131202,73,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,480 ,1,85.2 ,40896 ,2045 ,20131202
20131202,74,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,659 ,1,81.2 ,53511 ,2676 ,20131202
20131202,75,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,837 ,1,84.2 ,70475 ,3524 ,20131202
20131202,76,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,1160 ,1,81.2 ,94192 ,4710 ,20131202
20131202,77,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,689 ,1,86.8 ,59805 ,2990 ,20131202
20131202,78,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,857 ,1,84.6 ,72502 ,3625 ,20131202
20131202,79,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,569 ,1,83.0 ,47227 ,2361 ,20131202
20131202,80,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,500 ,1,86.4 ,43200 ,2160 ,20131202
20131202,81,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,698 ,1,86.2 ,60168 ,3008 ,20131202
20131202,82,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,360 ,1,83.0 ,29880 ,1494 ,20131202
20131202,83,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,629 ,1,80.4 ,50572 ,2529 ,20131202
20131202,84,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,636 ,1,73.0 ,46428 ,2321 ,20131202
20131202,85,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,696 ,1,71.2 ,49555 ,2478 ,20131202
20131202,86,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,300 ,1,74.2 ,22260 ,1113 ,20131202
20131202,87,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,739 ,1,79.6 ,58824 ,2941 ,20131202
20131202,88,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,589 ,1,79.6 ,46884 ,2344 ,20131202
20131202,89,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,786 ,1,78.8 ,61937 ,3097 ,20131202
20131202,90,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,887 ,1,74.6 ,66170 ,3309 ,20131202
20131202,91,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,910 ,1,78.4 ,71344 ,3567 ,20131202
20131202,92,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,679 ,1,76.2 ,51740 ,2587 ,20131202
20131202,93,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,910 ,1,74.4 ,67704 ,3385 ,20131202
20131202,94,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,789 ,1,76.8 ,60595 ,3030 ,20131202
20131202,95,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,560 ,1,74.2 ,41552 ,2078 ,20131202
20131202,96,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,840 ,1,71.8 ,60312 ,3016 ,20131202
20131202,97,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,619 ,1,75.8 ,46920 ,2346 ,20131202
20131202,98,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,780 ,1,70.6 ,55068 ,2753 ,20131202
20131202,99,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,697 ,1,75.2 ,52414 ,2621 ,20131202
20131202,100,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,881 ,1,77.4 ,68189 ,3409 ,20131202
20131202,101,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,589 ,1,72.6 ,42761 ,2138 ,20131202
20131202,102,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,773 ,1,76.2 ,58903 ,2945 ,20131202
20131202,103,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,902 ,1,73.2 ,66026 ,3301 ,20131202
20131202,104,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,800 ,1,70.0 ,56000 ,2800 ,20131202
20131202,105,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,1030 ,1,78.0 ,80340 ,4017 ,20131202
20131202,106,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,897 ,1,62.2 ,55793 ,2790 ,20131202
20131202,107,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,887 ,1,66.0 ,58542 ,2927 ,20131202
20131202,108,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,857 ,1,60.4 ,51763 ,2588 ,20131202
20131202,109,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,430 ,1,64.6 ,27778 ,1389 ,20131202
20131202,110,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,400 ,1,65.4 ,26160 ,1308 ,20131202
20131202,111,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,709 ,1,66.2 ,46936 ,2347 ,20131202
20131202,112,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,810 ,1,66.4 ,53784 ,2689 ,20131202
20131202,113,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,459 ,1,69.8 ,32038 ,1602 ,20131202
20131202,114,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,727 ,1,61.6 ,44783 ,2239 ,20131202
20131202,115,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,1070 ,1,68.8 ,73616 ,3681 ,20131202
20131202,116,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,786 ,1,65.8 ,51719 ,2586 ,20131202
20131202,117,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,389 ,1,63.4 ,24663 ,1233 ,20131202
20131202,118,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,819 ,1,68.0 ,55692 ,2785 ,20131202
20131202,119,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,909 ,1,64.2 ,58358 ,2918 ,20131202
20131202,120,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,759 ,1,67.0 ,50853 ,2543 ,20131202
20131202,121,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,901 ,1,66.8 ,60187 ,3009 ,20131202
20131202,122,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,580 ,1,64.2 ,37236 ,1862 ,20131202
20131202,123,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,539 ,1,69.0 ,37191 ,1860 ,20131202
20131202,124,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,559 ,1,66.4 ,37118 ,1856 ,20131202
20131202,125,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,620 ,1,65.6 ,40672 ,2034 ,20131202
20131202,126,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,381 ,1,67.6 ,25756 ,1288 ,20131202
20131202,127,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,780 ,1,66.0 ,51480 ,2574 ,20131202
20131202,128,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,340 ,1,62.2 ,21148 ,1057 ,20131202
20131202,129,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,360 ,1,61.6 ,22176 ,1109 ,20131202
20131202,130,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,589 ,1,64.2 ,37814 ,1891 ,20131202
20131202,131,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,700 ,1,60.8 ,42560 ,2128 ,20131202
20131202,132,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,869 ,1,66.6 ,57875 ,2894 ,20131202
20131202,133,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,810 ,1,61.8 ,50058 ,2503 ,20131202
20131202,134,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,897 ,1,60.0 ,53820 ,2691 ,20131202
20131202,135,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,931 ,1,64.0 ,59584 ,2979 ,20131202
20131202,136,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,757 ,1,61.4 ,46480 ,2324 ,20131202
20131202,137,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,800 ,1,62.0 ,49600 ,2480 ,20131202
20131202,138,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,887 ,1,69.6 ,61735 ,3087 ,20131202
20131202,139,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,360 ,1,52.4 ,18864 ,943 ,20131202
20131202,140,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,787 ,1,57.6 ,45331 ,2267 ,20131202
20131202,141,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,726 ,1,59.4 ,43124 ,2156 ,20131202
20131202,142,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,537 ,1,52.0 ,27924 ,1396 ,20131202
20131202,143,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,419 ,1,54.8 ,22961 ,1148 ,20131202
20131202,144,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,499 ,1,58.4 ,29142 ,1457 ,20131202
20131202,145,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,800 ,1,56.6 ,45280 ,2264 ,20131202
20131202,146,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,888 ,1,55.8 ,49550 ,2478 ,20131202
20131202,147,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,420 ,1,52.4 ,22008 ,1100 ,20131202
20131202,148,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,840 ,1,59.6 ,50064 ,2503 ,20131202
20131202,149,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,983 ,1,57.8 ,56817 ,2841 ,20131202
20131202,150,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,340 ,1,54.2 ,18428 ,921 ,20131202
20131202,151,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,837 ,1,51.4 ,43022 ,2151 ,20131202
20131202,152,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,839 ,1,57.2 ,47991 ,2400 ,20131202
20131202,153,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,1070 ,1,54.6 ,58422 ,2921 ,20131202
20131202,154,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,570 ,1,54.0 ,30780 ,1539 ,20131202
20131202,155,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,789 ,1,57.0 ,44973 ,2249 ,20131202
20131202,156,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,539 ,1,52.8 ,28459 ,1423 ,20131202
20131202,157,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,764 ,1,53.6 ,40950 ,2048 ,20131202
20131202,158,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,736 ,1,50.2 ,36947 ,1847 ,20131202
20131202,159,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,680 ,1,58.6 ,39848 ,1992 ,20131202
20131202,160,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,330 ,1,59.2 ,19536 ,977 ,20131202
20131202,161,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,900 ,1,52.0 ,46800 ,2340 ,20131202
20131202,162,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,837 ,1,53.2 ,44528 ,2226 ,20131202
20131202,163,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,931 ,1,52.4 ,48784 ,2439 ,20131202
20131202,164,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,569 ,1,56.0 ,31864 ,1593 ,20131202
20131202,165,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,360 ,1,56.2 ,20232 ,1012 ,20131202
20131202,166,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,406 ,1,55.2 ,22411 ,1121 ,20131202
20131202,167,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,360 ,1,52.0 ,18720 ,936 ,20131202
20131202,168,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,660 ,1,50.0 ,33000 ,1650 ,20131202
20131202,169,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,893 ,1,54.0 ,48222 ,2411 ,20131202
20131202,170,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,739 ,1,55.6 ,41088 ,2054 ,20131202
20131202,171,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,789 ,1,140.6 ,110933 ,5547 ,20131202
20131202,172,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,739 ,1,132.0 ,97548 ,4877 ,20131202
20131202,173,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,777 ,1,127.0 ,98679 ,4934 ,20131202
20131202,174,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,796 ,1,44.0 ,35024 ,1751 ,20131202
20131202,175,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,920 ,1,45.2 ,41584 ,2079 ,20131202
20131202,176,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,670 ,1,40.2 ,26934 ,1347 ,20131202
20131202,177,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,666 ,1,41.4 ,27572 ,1379 ,20131202
20131202,178,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,893 ,1,43.2 ,38578 ,1929 ,20131202
20131202,179,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,450 ,1,42.2 ,18990 ,950 ,20131202
20131202,180,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,760 ,1,49.0 ,37240 ,1862 ,20131202
20131202,181,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,600 ,1,43.4 ,26040 ,1302 ,20131202
20131202,182,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,689 ,1,44.4 ,30592 ,1530 ,20131202
20131202,183,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,517 ,1,44.2 ,22851 ,1143 ,20131202
20131202,184,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,652 ,1,46.6 ,30383 ,1519 ,20131202
20131202,185,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,577 ,1,43.0 ,24811 ,1241 ,20131202
20131202,186,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,419 ,1,46.8 ,19609 ,980 ,20131202
20131202,187,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,350 ,1,46.6 ,16310 ,816 ,20131202
20131202,188,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,925 ,1,45.4 ,41995 ,2100 ,20131202
20131202,189,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,839 ,1,47.2 ,39601 ,1980 ,20131202
20131202,190,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,539 ,1,40.4 ,21776 ,1089 ,20131202
20131202,191,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,579 ,1,45.0 ,26055 ,1303 ,20131202
20131202,192,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,500 ,1,45.4 ,22700 ,1135 ,20131202
20131202,193,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,1000 ,1,48.8 ,48800 ,2440 ,20131202
20131202,194,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,989 ,1,45.8 ,45296 ,2265 ,20131202
20131202,195,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,580 ,1,40.8 ,23664 ,1183 ,20131202
20131202,196,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,893 ,1,37.0 ,33041 ,1652 ,20131202
20131202,197,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,893 ,1,33.6 ,30005 ,1500 ,20131202
20131202,198,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,601 ,1,37.8 ,22718 ,1136 ,20131202
20131202,199,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,550 ,1,35.2 ,19360 ,968 ,20131202
20131202,200,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:kg,350 ,1,34.8 ,12180 ,609 ,20131202
